userID	VidID	fracSpent	fracComp	fracPlayed	fracPaused	numPauses	avgPBR	stdPBR	numRWs	numFFs	s
ec7a9d0ef1f5f2d22c37d4d1b36a8e51785d0321	0	0.322846722	0.209964173	0.299697052	4440.556109	6	1	0	1	0	1
6f8554415660b6b99e381b9f2a30f445c25e5059	34	0.770676267	0.985660557	0.985660557	4102.583772	6	1.280337979	0.08163395	0	0	1
d3c3498ecf5b6a389eca64407ce3bc586adf80c0	1	43.86523389	0.616912113	1.848612055	3911.865412	3	1.004543763	0.033396034	0	0	1
66d7649aae027ff3ced9764c3b3072272b9a78ee	0	1.017353647	0.995534571	1.017379861	3910.115109	1	1	0	1	0	0
f1e048831a6dc047094feb8d23c662fb718044c6	18	367.6833835	0.01468633	0.023052931	3835.673768	2	1	0	0	1	1
35a9c8efa0d10f0d73bc63797e2308cc0db0732a	1	1.737120525	0.375272594	1.73374955	3832.73353	5	1	0	8	9	1
e897f1081e778e632076504e25dc8d17297a9d30	49	1.080356643	0.988432486	1.023418097	3783.978748	2	1	0	2	0	1
fe7342971f53835c2391d87377c47b77a39515f1	6	0.57137133	0.306526329	0.902477621	3662.063454	14	1	0	5	12	1
33760c8d1791f0b53fcb9b98a482893ba7be88aa	2	0.996787879	0.992904098	0.992904098	3642.563803	1	1	0	0	0	1
e8c622147339cc6b876ca97d01e6cda7a8f50a2c	0	1.194395199	0.995535698	1.192320171	3631.757585	2	1	0	0	0	0
aaf83b9c103cf0940ef3f89edca0be61c525d4f0	0	4.445240074	0.502973547	3.267910613	3611.296048	26	1	0	18	9	0
6f8554415660b6b99e381b9f2a30f445c25e5059	19	1.125222222	0.501569768	1.119948123	3603.859567	12	1	0	8	5	1
da6e80376537ad02bcba5f7b62995e3f6f568d90	0	1.269024931	0.352436953	1.245325253	3584.960033	7	1	0	4	3	1
19b36cd678a3d2ee5abb5c3a256633ab0ba1e691	6	1.235737478	0.995985911	1.232335686	3457.651309	2	1	0	0	1	1
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	19	0.083044643	0.079959618	0.079959618	3409.831076	3	1	0	1	0	1
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	28	0.515564417	0.406355062	0.515141021	3353.547984	4	1	0	1	3	1
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	6	0.118571675	0.036906095	0.115362967	3268.050969	2	1	0	1	1	1
f1e048831a6dc047094feb8d23c662fb718044c6	11	0.369933091	0.153400134	0.595056257	3262.855103	10	1	0	1	3	1
5b017fc2723edb6ee4800ede2c4f23e37b6ca165	11	2.037138909	0.792292702	1.795267037	3249.234607	4	1.127093042	0.124785964	0	2	1
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	39	0.970170045	0.922908569	0.959241598	3210.883883	2	1	0	1	0	1
63530562ded4284328459561e55b639023638f64	69	0.524490826	0.995570961	1.035680788	3081.783072	3	1.98977711	0.099608596	1	0	1
3f0570879d74685a388277f66c23fb5fda069f47	17	1.017855749	0.996982439	0.996982439	3058.023463	2	1	0	0	0	1
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	9	0.459497529	0.454271643	0.454271643	3045.054867	2	1	0	0	0	0
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	24	1.271053524	0.691618686	1.27105614	3017.255048	3	1	0	9	0	0
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	4	0.017795525	0.010706211	0.010706211	3004.619932	2	1	0	0	0	0
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	25	0.492698194	0.462053383	0.492698283	2902.998139	2	1	0	2	2	1
79315373e5b988eb3d8108855ffec83a50e8899c	16	0.999752445	0.998237466	0.998237466	2794.965178	1	1	0	0	0	1
eaacef6f4a475d1e2ae950a395245a90fa5cf5fe	54	1.043889529	0.998155079	1.035450682	2788.913096	3	1	0	0	0	0
33e645d2b0429e52215ecc14e4ffa9813121feae	22	1.005507317	0.993354611	0.993354611	2767.392189	1	1	0	0	0	1
39e1035a5a5f9404dfcd44e87fdfb9d9598302a5	53	0.730068598	0.99106128	1.087178248	2752.253596	3	1.5	0	0	0	0
5ac1effbe0ed5caf72849eaf9c3932d112d8c478	45	0.847118888	0.823379859	1.528772687	2739.969943	4	1.80974059	0.262023206	4	2	0
2ab3bd294483b235188769c8913a0c5da8cb1ff8	23	31.99435185	0.857913047	2.165382896	2720.058631	14	1.750207213	0.013964579	9	9	0
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	11	0.102632727	0.097656024	0.097656024	2709.364078	1	1	0	0	0	1
5b017fc2723edb6ee4800ede2c4f23e37b6ca165	12	1.587446382	0.996650479	1.755254307	2620.338306	2	1.154254228	0.204153951	0	0	1
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	55	0.842551655	0.757779656	0.814645789	2593.545822	5	1.048021842	0.103431114	5	1	0
6b98f09e3c9082863d9d71e4524fa03144bcc21f	1	2.145627685	1.000846161	2.146593867	2574.597432	8	1	0	3	0	1
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	20	0.053833595	0.053631378	0.053631378	2561.596677	2	1	0	2	5	1
63530562ded4284328459561e55b639023638f64	44	0.522741956	0.316120788	1.004772459	2472.306088	3	1.926781675	0.256325278	1	6	1
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	17	0.236020209	0.172719277	0.223699752	2452.914285	4	1	0	1	1	0
8a62bc535a4a067a40d5cae98b169bcef40a5ee3	6	0.7997962	0.99594132	0.999784717	2420.044323	2	1.25	0	0	0	1
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	12	0.094697028	0.08038628	0.083747629	2404.312473	2	1	0	1	0	1
cd7b234e96d52a25f5bf937a2a48080891f4131e	0	1.999315789	0.995485427	1.99096691	2392.589417	1	1	0	0	0	1
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	36	0.031512579	0.013439274	0.013439274	2374.447102	1	1	0	0	0	1
3dee5c6ed5264287a7d7fb3887a406be27bf9d27	27	0.754621554	0.451735943	1.125040724	2362.557706	1	1.5	0	5	0	1
ae9465a3ce7906d105b00ee29f54ed21d05f20a4	6	3.080457686	0.397453368	3.067451641	2310.107574	9	1	0	2	0	0
eb6e7e62c491d711246c88aed0c5adc38616cc8d	38	0.991405483	0.582278968	1.018119689	2300.590732	5	1	0	8	25	1
8b65152799bb27beff118243f6e3f3ee029f7168	0	1.018713758	0.107039187	1.007634571	2253.585382	3	1	0	0	0	1
99ca36130124fdab2480629d1765f1283d44f08f	2	0.568609428	0.992861661	0.992861661	2202.060411	1	1.75	4.4408920985e-16	0	0	1
d72b9e74dfed09f0fa5b3d93e98e075f543c6150	26	1.002916162	0.994794626	0.998678759	2158.873138	1	1	0	0	0	1
17f95f992a5e2771dd7998a6aa64ef8622731aaf	10	0.794617021	0.991677388	0.991677388	2146.955971	2	1.25	2.22044604925e-16	0	0	1
dd937bfa7f072f0d56b5442b92440893f4698676	1	1.179130072	0.861816343	1.893430061	2136.331648	6	1.62615359	0.124994677	0	0	1
17f95f992a5e2771dd7998a6aa64ef8622731aaf	27	0.802337093	0.993114883	0.993114883	2092.438335	1	1.25	0	0	0	1
33760c8d1791f0b53fcb9b98a482893ba7be88aa	0	2.130383195	1.000109897	2.113862986	2081.223503	4	1	0	1	0	1
5f8ad5d516c3628cca1fac3f103567341ea673c6	31	0.974359318	0.555978358	0.967064292	2060.963315	10	1	0	9	63	1
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	38	0.489205628	0.22149504	0.48455638	2057.101302	4	1	0	4	1	1
54259cb08babd2b28f63496e032c76152f8d810e	23	0.756757937	0.56086428	1.439706397	2045.562397	13	1.918040094	0.237383167	11	4	0
8a5fd18ee8e06a245afa84bce2f8bac85343744e	31	0.655873325	0.106926955	0.57048638	2042.682257	6	1	0	0	3	0
7cc49fddd19def093fe3ccf637a5f1942a7f3a1a	3	2.047239645	0.904122601	2.207551942	2042.03702	7	1.105623534	0.124343831	0	0	0
bda73d862f47589974f3cd3fe1985207ca1f2f94	1	0.813231504	0.992389566	0.992389566	1959.517524	4	1.25	0	0	0	0
3dee5c6ed5264287a7d7fb3887a406be27bf9d27	28	0.830230061	0.450343721	1.241406944	1926.895871	3	1.5	2.22044604925e-16	14	0	1
3a06c1d4cadf969114ac27d0e8743c32984ca9ff	33	0.891762162	0.961006176	1.036233602	1914.596657	2	1.162039731	0.119386173	2	2	1
00fd4718b8019d84cf506e38ca71d82de24bbde9	21	0.628848438	0.939045441	0.939045441	1872.148852	2	1.497850734	0.032711062	0	1	0
63530562ded4284328459561e55b639023638f64	51	0.607296906	0.153058299	1.212896484	1870.387115	1	2	0	2	3	1
5ac1effbe0ed5caf72849eaf9c3932d112d8c478	68	0.78002518	0.992026789	1.556246915	1862.238509	1	2	0	0	0	0
804310656d5c64126f21105af55968de6759741b	10	0.796520309	0.991708958	0.991708958	1851.776571	3	1.25	0	0	0	0
2d0efbb002f983e943db65855c20a6e03c794c5d	7	0.707170213	0.811561486	1.119585195	1841.397465	5	1.564112607	0.241212349	2	2	1
af7e5d23b442f5b53efea2874b880678945ed531	16	0.999836719	0.998130276	0.998130276	1788.124084	2	1	0	0	0	1
b43dea5468002f86241479397ef19e3040866281	2	1209.938886	0.683148433	1.158512169	1773.147027	2	1.000015554	0.001971892	0	3	1
f5a969753ac10c612cc676d1c209746b0457ecd2	1	1.157151551	0.449106664	1.162366658	1759.378037	6	1.004531073	0.051109031	3	0	1
4be5ea2a85b366bf4a5d9d13bafe0d684bfbbe2c	31	0.998953715	0.994243515	0.994243515	1757.780862	1	1	0	0	0	0
ad6e067ea52fe2a2b9c35361af7b81fcf2097d16	0	1.081734072	0.717289343	1.080993777	1749.741356	5	1	0	2	0	1
ba84484781b183e9f93aeb2a2456d92bc0c4ab64	2	44.41003535	0.531087034	2.843669333	1746.754992	19	1	0	49	0	1
0c301f0ed31215269001399cfa4fcc34d7b6d38a	38	187.8326515	0.8801207	0.893279069	1721.24896	3	1.499055282	0.016351046	0	1	0
4a27fa6ef6902c40cfa7805f8520367fcdc0ccf9	3	0.789100592	0.471691178	0.973635609	1702.671591	2	1.24482502	0.065671968	5	0	1
a9ec35407a71b137042e7265aade6cc8f6380302	7	0.79912462	0.993656425	0.993656425	1702.39129	1	1.25	0	0	0	1
ac2d207d0ca43d2f2edc94752e0a078770c41dba	0	1.113741459	0.092864236	1.108541748	1684.217323	8	1	0	1	0	1
6356424afc700f1277fad99d4e2f0874b5688a91	6	1.405882556	0.325085438	1.394105253	1665.975467	6	1	0	37	0	1
6ae954f33379a71501c8dcfd6237313057a895cc	0	1.745215143	0.384110985	1.738539925	1665.906681	9	1	0	4	7	0
1f8edb2c206bca58f5258e075b431c6afdc75054	3	17.79571598	0.760347926	0.770436683	1665.19878	2	1.994413907	0.042095458	0	2	0
2a101600dfdb39a169d55a9d1408be395bd2c943	11	1.002250182	0.996435192	0.998402708	1659.810836	1	1	0	0	0	0
8b9341d4cddec1fe1e04b9b11a5d087a74472c32	51	307.4511593	0.555503217	1.511843191	1647.508755	6	1	0	0	1	0
1c3caa253c48844b861c34a2c4a77d5801025584	8	10.70118131	0.180661663	0.429359705	1646.712162	8	1	0	3	6	1
2d1c2cdf22516d393f925d4d1c546e60c1085632	3	6.25387574	0.53392708	6.239068338	1586.228396	11	1	0	9	1	0
7cc49fddd19def093fe3ccf637a5f1942a7f3a1a	4	1.96241358	0.705922934	2.260196698	1582.14329	6	1.119437417	0.124876169	17	1	1
9e936af1d2411ee2e9210f13fa2a08b059c3862a	0	1.119778393	0.109872904	0.584792931	1576.841726	4	1	0	2	1	1
32f96a86b91388217b1afd7dc05c7f7ca4f2dca5	78	1.054111111	0.431516888	1.05437165	1561.063704	1	1.000241177	0.022185067	33	0	1
99ca36130124fdab2480629d1765f1283d44f08f	1	0.57723747	0.994775813	0.994775813	1560.806971	1	1.726047858	0.093290572	0	0	1
538686b4bd1d2d5b5d641f1b0083c9d5220b4b0c	0	1.005529086	0.995930313	0.995930313	1556.231883	1	1	0	0	0	1
c3d9e1f2572851798155704c8c0e4b8fa090d2a2	7	0.569525836	0.993800758	0.993800758	1536.597111	1	1.75	2.22044604925e-16	0	0	1
054a5ecb78c26805fbb0a9e13ed10f4dcd11eda9	77	0.66452007	0.992063619	0.992063619	1530.853946	1	1.5	2.22044604925e-16	0	0	1
69e8f4c6e1de6491fd1700546e32bb6cc828e6c8	27	0.783117794	0.993023712	1.204845111	1512.78746	1	1.540323845	0.240030079	0	0	1
7548730dfcef3f066483c92b58cc852f06a16512	9	1.228652389	0.244983556	1.220376818	1512.738874	11	1	0	19	9	0
3f0570879d74685a388277f66c23fb5fda069f47	18	1.218638085	0.84956213	1.688656799	1508.943467	4	1	0	3	0	0
47a9123e2df00de893b1a2041b7a028821bd726d	2	161.4466886	0.775219079	1.773423885	1503.023556	6	1	0	0	0	1
de569750ccd9220f2f63a2a1303c5ec492092fd0	32	0.995268437	0.984452689	0.984452689	1471.670224	2	1	0	0	0	0
01a505d3f732cc159e9685f4b47d7fe255c34bc3	3	1.174973373	0.99673167	1.116310135	1448.951665	1	1	0	1	0	1
e3a4d54a04173dda96243648a709bc086ccee5e3	9	0.005076606	0	0	1433.418157	2	0	0	0	0	0
45761c7d3313c6c77dcd12bac3f6fa4d04faabca	22	0.947842276	0.371502882	0.9453615	1423.562953	4	1	0	8	10	0
d3699b02a0d30d4d3a8a656a6e8fc85593de39ee	7	81.55348024	0.993650952	1.048358864	1399.761679	3	1	0	0	0	0
af7e5d23b442f5b53efea2874b880678945ed531	8	0.951729233	0.928918162	0.951637012	1389.92195	6	1	0	0	1	0
54259cb08babd2b28f63496e032c76152f8d810e	24	0.650823372	0.905873708	1.211390393	1377.595345	14	1.873658291	0.277229956	6	1	1
bc7b403c2c0f39b4f4c5ce34d6b77be67a95ea4a	13	0.993737319	0.991869387	0.991869387	1366.273163	1	1	0	0	0	0
83c700fd1c4496814a866d7b7724afcd6d2efbc9	1	144.5159368	0.994794022	2.126222415	1349.891345	2	1.252490573	0.024828216	0	0	1
69e8f4c6e1de6491fd1700546e32bb6cc828e6c8	10	0.899820116	0.991788469	1.18575134	1345.343176	1	1.318116989	0.146088293	1	1	1
346c8ed667ddcc2bbe646d6059d2227c528b48d9	7	2.016129179	0.890664451	2.016743336	1292.620164	3	1	0	5	0	1
99ca36130124fdab2480629d1765f1283d44f08f	3	0.569947732	0.995623707	0.995623707	1289.693822	1	1.75	0	0	0	1
1301252a3989000a81431f85707e0b3ae9421f3b	0	1.454719298	0.995495008	1.446105485	1279.288827	2	1	0	0	1	0
fde2b1a5d6ad532750d99a220ec4436185a843cd	72	0.798061728	0.996609083	0.996609083	1277.254685	1	1.25	2.22044604925e-16	0	0	1
94d587b796b82397acedb3d1f7d07ec6bdbe3fad	17	1.19908223	0.262120446	1.197618822	1270.64561	3	1	0	0	6	0
ef5ac633276c03d0a4721ffe0b1b0c25dd616812	6	0.442508636	0.417391472	0.417391472	1269.589335	2	1	0	0	0	1
b43dea5468002f86241479397ef19e3040866281	1	856.4048484	0.337128793	0.907226987	1258.25806	6	1.24992688	0.048910656	2	8	1
7c663e39ffd4c6b33ea9a692cd2d40a7b744ac88	6	1.647264249	0.714313355	1.870621999	1254.904571	8	1	0	9	0	1
92d8a3540992f4eac6e74f0b4e616e515529a9c4	60	0.754104762	0.111921259	1.12409603	1250.877443	3	1.49580155	0.051420765	2	0	0
6f7ca09c8736edfb590e728f64c6b96ecf01ed8d	1	1.695970167	0.202144581	1.694792874	1238.253144	2	1	0	23	1	1
446275cd3785f5c56abccb8bff3ee459016235c6	11	0.237968	0.768709073	0.968967884	1238.162172	3	1	0	0	0	1
9e0ca2be67e28a653f6e371d8decf1b02d4076f0	37	0.964860382	0.995916835	1.007114598	1236.927257	2	1.440994282	0.106159101	0	0	0
ca2c062d5e3abf474b376a48a3779442f57a03d9	27	1.25362406	0.992999772	1.252392647	1222.890476	1	1	0	0	0	0
69e8f4c6e1de6491fd1700546e32bb6cc828e6c8	26	2.083293939	0.861960318	1.027172215	1220.709434	5	1.513600742	0.090050232	0	4	1
99ca36130124fdab2480629d1765f1283d44f08f	0	0.577481994	0.995605807	0.995605807	1207.659647	1	1.727508063	0.084066691	0	0	0
054a5ecb78c26805fbb0a9e13ed10f4dcd11eda9	36	2.512217767	0.899303485	1.242467866	1206.895294	13	1.326333319	0.11513711	3	4	1
a6fc5000a847c9d8526396d8c448914323b7c974	17	1.188395819	0.997599085	1.180361673	1202.629574	1	1	0	0	0	1
99ca36130124fdab2480629d1765f1283d44f08f	5	0.55	0.995830859	0.995830859	1191.539964	2	1.811826883	0.139426478	0	0	1
47dc24203779096b7591c88174216b693eb242e3	6	1.607496546	0.553650571	1.607026354	1182.338877	9	1	0	2	4	1
60c2d83851f6e3e1226aee0cc249701285002334	7	1.302460486	0.89280805	1.296535042	1177.011664	6	1	0	0	0	1
1dbb6090c06047ebdbd65c1d728d9fbf9073b435	5	2.465148587	0.962924287	2.016711093	1173.944836	8	1	0	9	0	0
6016bed5423c4b70f626272c9b0f5013ffbd82bc	10	0.710504836	0.376679097	0.685852818	1173.113242	2	1	0	0	3	1
90bcbdd2a47d75f6a5da4b50cee28d0107e59f9e	24	2.620279215	0.320607931	2.617628437	1171.751706	4	1	0	5	2	0
955a76d1df36863af18007b1a901d924964de542	7	0.99137234	0.19024301	0.991312571	1170.148453	9	1	0	8	5	1
80c008c84ceaefb1ea95fee85c1279ed817b3d1b	7	3.091942249	0.89530996	3.032458853	1167.450394	11	1	0	11	3	0
183ffbdee4580bbf5b957a84c8e62a948e649083	5	14.81540383	0.47310793	2.29020939	1154.698933	18	1	0	6	4	0
0384b17b8ec1c21f0bc4b7ea9b2d5285549c7739	0	1.13968144	0.822910259	1.134783842	1153.058427	6	1.000552956	0.011710625	1	3	1
d8c2bbeb8e9056ad6d25bfa5bd572fea83649dbb	10	0.47750677	0.885851033	0.896180119	1139.098487	1	1.925432716	0.252182032	0	2	1
968034d6a341cdb250b3000a19b0566e85576d81	12	50.06047287	0.605403281	1.178545469	1118.876421	5	1.4983588	0.034036989	7	16	1
a6b1b069bb209ada9a60dc3bb2d245113f6c64cf	0	1.54365374	0.793288832	1.289217039	1118.353404	4	1	0	0	0	1
08ee57ff8bcc6a633e5def746bae44f0419e049c	0	1.102455217	0.995555987	0.995555987	1116.867581	3	1	0	1	0	0
83c700fd1c4496814a866d7b7724afcd6d2efbc9	0	111.1670942	0.452936371	1.448198736	1114.852533	3	1.251442506	0.018935302	0	0	1
a5d80135e276f4eb9a03fd92e61b1a363a8c7595	12	1.823786176	0.996630765	1.811797293	1106.9111	2	1	0	1	1	1
3a665a732aa02fa149b80c67070a7323e0a4711e	13	0.593032609	0.992200769	0.992200769	1104.846337	1	1.75	2.22044604925e-16	0	0	1
6bf9cdd5e9dc1b5b299d3afeb59f91ec3ca30c18	0	1.753249307	0.329031513	1.751735826	1101.152203	3	1	0	5	2	0
a0857d0854eb86bd219786858aa3c0b0320cdf03	0	31.15578024	0.995574311	1.081243454	1080.157029	2	1	0	0	0	1
b42a7ac5dbae3ddd8ab17d5ca0c33cf2a337a3c7	14	1.412903481	0.827867532	1.414381727	1071.583736	5	1	0	3	1	1
e1d1f38920edb273c46100851559d7b1f7f4c387	11	18.78769527	0.995913374	1.029910586	1060.872719	4	1	0	0	0	1
0e207a73069122e81f76e18b0f66ae107cf0b129	9	1.245429984	0.996047798	1.245393177	1055.153277	8	1	0	2	2	0
70d0be020784bea4fe640879841f92bce326adc4	59	1.033396687	0.99288393	1.033126635	1052.338534	6	1	0	2	0	1
17f95f992a5e2771dd7998a6aa64ef8622731aaf	28	91.28587628	0.995616109	1.994849824	1052.094811	7	1.24993917	0.030279591	1	1	0
c0560a12de852f1e7a498b58ff852f61f713d412	9	1.106354201	0.102624494	1.098293934	1050.833558	2	1	0	0	0	1
d7d22ba1808245ade9912fbfeff316883ee81837	7	2.79424772	0.918481489	2.79449312	1035.963152	10	1	0	5	0	1
dab8246e3c4c2cedd7b3bbbd8610e4d3122ff5aa	51	2.023725477	0.39911685	1.929284911	1030.941915	8	1	0	9	1	1
